Reference,Institution_Name,Address_1,Postcode,Email,Institution_Type,Latitude,Longitude,Pupil_Teacher_Ratio,Number_Pupils_2015
4136317,Holy Trinity Nursery School,4 TRINITY TERRACE,BT28 1DG,info@holytrinityns.lisburn.ni.sch.uk,Nursery school,54.51048,-6.05491,24.14,0
2BB0589,Holy Trinity Pre School,C/O Holy Trinity Primary School,BT74 6AZ,,VP Pre-schools,54.35118,-7.64197,,0
1036623,Holy Trinity Primary School,MONAGH ROAD,BT11 8EG,info@holytrinity.belfast.ni.sch.uk,Primary school,54.58744,-5.99373,15.04,633
2036632,Holy Trinity Primary School,DERRIN ROAD  CORNAGRADE,BT74 6AZ,info@holytrinity.enniskillen.ni.sch.uk,Primary school,54.35118,-7.64197,21.5,635
5036567,Holy Trinity Primary School,44 FAIRHILL ROAD,BT80 8AG,info@holytrinity.cookstown.ni.sch.uk,Primary school,54.6428,-6.74843,20.63,585
4110030,Holywood Nursery School,66 CHURCH ROAD,BT18 9BU,info@holywoodns.holywood.ni.sch.uk,Nursery school,54.641,-5.83125,26,0
4011631,Holywood Primary School,HILLVIEW PLACE,BT18 9DL,info@holywoodps.holywood.ni.sch.uk,Primary school,54.63932,-5.8307,24.1,453
1116155,Hope Nursery School,104 HOPEWELL CRESCENT,BT13 1DP,info@hopens.belfast.ni.sch.uk,Nursery school,54.60632,-5.94287,26,0
5012646,Howard Primary School,2 MAIN ROAD,BT71 7QR,info@howardps.dungannon.ni.sch.uk,Primary school,54.48771,-6.74694,24.62,301
3BB0267,Humpty Dumpty Playgroup,Downshire School,BT38 7DA,,VP Pre-schools,54.72867,-5.79025,,0
5AB0466,Humpty Dumpty Pre-school Playgroup,Holy Trinity Parish Church Hall,BT32 4AA,gail.humptydumpty@hotmail.com,VP Pre-schools,54.3524,-6.26769,,0
4AA0526,Hundred Acre Wood Playgroup,38 Ballystockart Road,BT23 5QY,,VP Pre-schools,54.56288,-5.78162,,0
1420265,Hunterhouse College,UPPER LISBURN ROAD,BT10 0LE,info@hunterhouse.belfast.ni.sch.uk,Secondary (grammar) school,54.55646,-5.98772,15.99,697
1620027,Inchmarlo,CRANMORE PARK,BT9 6JR,info@inchmarlo.belfast.ni.sch.uk,Preparatory Schools,54.57151,-5.95224,19.52,164
5260286,Integrated College Dungannon,21 GORTMERRON LINK ROAD,BT71 6LS,info@intcollege.dungannon.ni.sch.uk,Secondary (non-grammar) school,54.49616,-6.74759,14.26,539
3016264,Irish Society's Primary School,3 RUGBY AVENUE,BT52 1JL,info@irishsocietyps.coleraine.ni.sch.uk,Primary school,55.12215,-6.66089,22.46,266
2AB0079,Irvinestown Playgroup,2 Scallen Road,BT94 1ED,,VP Pre-schools,54.4739,-7.62684,,0
2016151,Irvinestown Primary School,24 BURFITS HILL,BT94 1DY,info@irvinestownps.enniskillen.ni.sch.uk,Primary school,54.47158,-7.6419,20.74,158
5011611,Iveagh Primary School,17 CASTLE HILL,BT34 5NH,info@iveagh.rathfriland.ni.sch.uk,Primary school,54.23775,-6.15724,22.93,237
2AB0291,Jack and Jill Community Playgroup,Old Schoolhouse,BT79 8EF,,VP Pre-schools,54.76782,-7.24855,,0
5AB0201,Jack and Jill Playgroup,21 Loy Street,BT80 8PZ,sheena_devlin13@hotmail.com,VP Pre-schools,54.64266,-6.74552,,0
3AB0245,Jack Horner Community Playgroup,Sheskburn Community Centre,BT54 6QH,,VP Pre-schools,55.20287,-6.23806,,0
4BA0600,Jiminy Crickets Pre-School,C/O Andrews Memorial Primary School,BT23 5PG,,VP Pre-schools,54.54686,-5.75425,,0
1036697,John Paul II Primary School,Whiterock Road,BT12 7FW,info@johnpaul2ndps.belfast.ni.sch.uk,Primary school,54.59321,-5.98863,15.17,273
5CA0195,Jolly Jester's Day Nursery,13 Castle Street,BT25 1AF,info@jollyjestersnursery.com,VP Pre-schools,54.4135,-6.15129,,0
4CA0603,Jolly Rodgers Pre-School,47 Antrim Road,BT28 3EB,jollyrodgers@btconnect.com,VP Pre-schools,54.51775,-6.05565,,0
5BB0402,Jolly Tots Playgroup,4 Old Road,BT34 2HE,jollytotsmayobridge@hotmail.co.uk,VP Pre-schools,54.18245,-6.22493,,0
2016003,Jones Memorial Primary School,MULLYLOGAN,BT74 5QF,info@jonesmemorial.enniskillen.ni.sch.uk,Primary school,54.32966,-7.65959,18.85,177
5036122,Jonesborough Primary School,54 THE VILLAGE,BT35 8HR,info@jonesboro.newry.ni.sch.uk,Primary school,54.08971,-6.36995,21.8,104
3340002,Jordanstown Special School,85 JORDANSTOWN ROAD,BT37 0QE,info@jordanstownss.newtownabbey.ni.sch.uk,Special school,54.68785,-5.89006,5.29,0
5AB0405,Keady Community Playgroup,The Den in the Glen,BT60 3UA,denintheglen@live.com,VP Pre-schools,54.25055,-6.70164,,0
3AB0372,Kells & Connor Pre-School,Unit 1,BT42 3JH,,VP Pre-schools,54.8078,-6.22027,,0
3010835,Kells & Connor Primary School,145 LIMINARY ROAD,BT42 3LS,info@kellsandconnorps.ballymena.ni.sch.uk,Primary school,54.81248,-6.22069,20.68,175
3BB0090,Kenbaan Community Playgroup,St Brigids Primary School,BT43 6JE,,VP Pre-schools,54.87637,-6.26731,,0
2011787,Kesh Primary School,44 CREVENISH ROAD,BT93 1RF,info@kesh.enniskillen.ni.sch.uk,Primary school,54.5183,-7.72229,20.63,204
3AB0104,Kiddies Castle Early Years,Workplace Units 1-4,BT45 8AR,,VP Pre-schools,54.77792,-6.55537,,0
5CA0598,Kiddiwinkles Pre-School,52 Killyman Road,BT71 6DE,mcgurk777@btinternet.com,VP Pre-schools,54.50446,-6.75693,,0
1CA0609,Kids @ BT9 Day Nursery,58-60 Ulsterville Avenue,BT9 7AQ,kidsatbt9@cleardaynurseries.com,VP Pre-schools,54.58516,-5.94642,,0
1CA0649,Kids First Daycare,50 Kingsway,BT10 0HT,donnamlynch@hotmail.co.uk,VP Pre-schools,54.55381,-5.99555,,0
4AB0176,Kids Kabin Pre-School,21 Chapel Lane,BT31 9PQ,,VP Pre-schools,54.32317,-5.8982,,0
5AB0415,Kids R Us Cross Community Playgroup,15 Cooneen Road,BT75 0ND,kidsrusfivemiletown@aol.co.uk,VP Pre-schools,54.37632,-7.31611,,0
5AB0497,Kidzone Playgroup,20B Millvale Road,BT35 7NH,kidzoneplaygroup@hotmail.co.uk,VP Pre-schools,54.18926,-6.37139,,0
3AB0366,Kilbride Playgroup,1 Moyra Road,BT39 0SD,,VP Pre-schools,54.76186,-6.04991,,0
3010828,Kilbride Primary School,56 MOYRA ROAD,BT39 0SQ,info@kilbridecentralps.ballyclare.ni.sch.uk,Primary school,54.75969,-6.05449,19.45,144
5056013,Kilbroney Integrated Primary School,15 CLOUGHMORE ROAD,BT34 3EL,info@kilbroneyips.rostrevor.ni.sch.uk,Primary school,54.09893,-6.19519,20.16,129
4016002,Kilcooley Primary School,GANAWAY AVENUE,BT19 1QS,info@kilcooleyps.bangor.ni.sch.uk,Primary school,54.64734,-5.69859,15.7,153
5210016,Kilkeel High School,KNOCKCHREE AVENUE,BT34 4BP,info@kilkeelhigh.kilkeel.ni.sch.uk,Secondary (non-grammar) school,54.05878,-6.00061,14.78,663
5116197,Kilkeel Nursery School,124 HARBOUR ROAD,BT34 4AT,info@kilkeelns.kilkeel.ni.sch.uk,Nursery school,54.06068,-6.00084,27.5,0
5011649,Kilkeel Primary School,130 HARBOUR ROAD,BT34 4AT,info@kilkeelprimary.kilkeel.ni.sch.uk,Primary school,54.05985,-5.99949,23.12,449
4310013,Killard House Special School,CANNYREAGH ROAD,BT21 0AU,info@killardhousess.newtownards.ni.sch.uk,Special school,54.63866,-5.53853,6.92,0
5AB0541,Killean Playgroup,2 Kellys Road,BT35 8RY,killeanplayschool@hotmail.co.uk,VP Pre-schools,54.11476,-6.34271,,0
5031154,Killean Primary School,29 KILLEAN SCHOOL ROAD,BT35 8RX,info@killean.newry.ni.sch.uk,Primary school,54.11481,-6.3416,23.39,120
2012641,Killen Primary School,76 LEARMORE ROAD,BT81 7SD,info@killenps.castlederg.ni.sch.uk,Primary school,54.67362,-7.62674,18.33,109
5210054,Killicomaine Junior High School,UPPER CHURCH LANE,BT63 5JE,info@killicomaine.portadown.ni.sch.uk,Secondary (non-grammar) school,54.43102,-6.41936,16.65,475
4016396,Killinchy Primary School,MAIN STREET,BT23 6PN,info@killinchyps.newtownards.ni.sch.uk,Primary school,54.47051,-5.67624,25.86,362
4BB0388,Killough Playgroup,St Joseph's Primary School,BT30 7QD,,VP Pre-schools,54.25558,-5.64655,,0
3012237,Killowen Primary School,55 SHUTTLE HILL,BT51 3BZ,info@killowenps.coleraine.ni.sch.uk,Primary school,55.127,-6.67586,25,200
4016145,Killowen Primary School,20 LAURELHILL ROAD,BT28 2UH,info@killowenps.lisburn.ni.sch.uk,Primary school,54.52227,-6.07187,23.6,399
5031318,Killowen Primary School,88 KILLOWEN OLD ROAD,BT34 3AE,info@killowen.rostrevor.ni.sch.uk,Primary school,54.07233,-6.15211,22.75,86
2031897,Killyhommon Primary School,51 AGHAHERRISH ROAD,BT74 8BZ,info@killyhommonps.enniskillen.ni.sch.uk,Primary school,54.36408,-7.80345,17.5,70
5011132,Killylea Primary School,150 KILLYLEA ROAD,BT60 4LN,info@killyleaps.armagh.ni.sch.uk,Primary school,54.34832,-6.77489,13.64,60
4BB0376,Killyleagh Early Years Playgroup,Killyleagh Primary School,BT30 9SR,,VP Pre-schools,54.40413,-5.6568,,0
4056709,Killyleagh Integrated Primary School,12 SHRIGLEY ROAD,BT30 9SR,info@killyleaghips.killyleagh.ni.sch.uk,Primary school,54.40413,-5.6568,19.41,99
5AB0419,Killyman Community Playgroup,Griffith Hall,BT71 6RL,killymanplaygroup@btconnect.com,VP Pre-schools,54.48822,-6.70003,,0
5016680,Killyman Primary School,15 TREWMOUNT ROAD,BT71 6RL,info@killymanps.dungannon.ni.sch.uk,Primary school,54.49049,-6.70213,22.63,172
4016192,Kilmaine Primary School,6 LYNDALE DRIVE,BT19 6EF,info@kilmaineps.bangor.ni.sch.uk,Primary school,54.65324,-5.63199,29.45,622
4AB0377,Kilmood Playgroup,St Mary's Church Hall,BT23 6SA,,VP Pre-schools,54.49188,-5.73344,,0
3010878,Kilmoyle Primary School,77 BENVARDIN ROAD,BT53 6NS,info@kilmoyleps.ballymoney.ni.sch.uk,Primary school,55.13278,-6.54272,18.14,78
3AB0143,Kilrea Community Early Years,15 Moneygran Road,BT51 5SJ,,VP Pre-schools,54.94927,-6.55145,,0
3012269,Kilrea Primary School,5 LISNAGROT ROAD,BT51 5SE,info@kilreaps.coleraine.ni.sch.uk,Primary school,54.94874,-6.55513,19.53,89
3BB0606,Kilronan Pre-School,Kilronan Special School,BT45 6EN,,VP Pre-schools,54.74805,-6.5974,,0
3316570,Kilronan Special School,46 KILRONAN ROAD,BT45 6EN,info@kilronanss.magherafelt.ni.sch.uk,Special school,54.74805,-6.5974,6,0
3AB0144,Kilroot Playgroup,PO Box 61,BT38 7NP,,VP Pre-schools,54.72875,-5.77694,,0
3013703,Kilross Primary School,19 DUNTIBRYAN ROAD,BT45 5QL,info@kilrossps.magherafelt.ni.sch.uk,Primary school,54.79744,-6.73308,13.92,44
2AB0408,Kindertee Community Playgroup,131 Main Street,BT92 9LA,,VP Pre-schools,54.19316,-7.56798,,0
3010880,King's Park Primary School,KING'S DRIVE,BT37 0DG,info@kingsparkps.newtownabbey.ni.sch.uk,Primary school,54.67775,-5.91204,30.3,400
5011124,King's Park Primary School,24A AVENUE ROAD,BT66 7BB,info@kingspark.lurgan.ni.sch.uk,Primary school,54.45955,-6.32101,24.31,663
4116216,King's Road Nursery School,MELFORT DRIVE KINGS ROAD,BT5 7FD,info@kingsroadns.belfast.ni.sch.uk,Nursery school,54.58703,-5.82921,26,0
5AB0231,Kingdom Playgroup,10 Dunnaval Road,BT34 4JT,kingdompreschoolplaygroup@yahoo.co.uk,VP Pre-schools,54.04915,-6.0345,,0
5011152,Kingsmills Primary School,63 DRUMNAHUNSHIN ROAD,BT60 2TA,info@kingsmills.whitecross.ni.sch.uk,Primary school,54.21936,-6.45081,15.13,48
4136626,Kircubbin Community Nursery School,1 Church Grove,BT22 2SU,info@kircubbinns.kircubbin.ni.sch.uk,Nursery school,54.48552,-5.53532,26,0
4051569,Kircubbin Integrated Primary School,22 COOKS BRAE,BT22 2SQ,info@kircubbininteps.newtownards.ni.sch.uk,Primary school,54.48712,-5.53091,25.38,203
3BB0136,Kirkinriola Early Years,Kirkinriola Primary School,BT43 6TB,,VP Pre-schools,54.89648,-6.25876,,0
3010780,Kirkinriola Primary School,5 CLOUGHER ROAD,BT43 6TB,info@kirkinriolaps.ballymena.ni.sch.uk,Primary school,54.89648,-6.25876,15.45,34
4011373,Kirkistown Primary School,MAIN ROAD,BT22 1JA,info@kirkistownps.newtownards.ni.sch.uk,Primary school,54.4356,-5.47442,17.5,87
3010893,Knockahollet Primary School,79 KNOCKAHOLLET ROAD,BT44 9BA,info@knockaholletps.ballymena.ni.sch.uk,Primary school,55.04556,-6.37086,19.8,99
2316528,Knockavoe School & Resource Centre,10A MELMOUNT GARDENS,BT82 9EB,info@knockavoe.strabane.ni.sch.uk,Special school,54.8182,-7.47491,6.32,0
4116239,Knockbreda Nursery School,WYNCHURCH ROAD,BT6 0JJ,info@knockbredans.belfast.ni.sch.uk,Nursery school,54.56751,-5.90406,27,0
4011674,Knockbreda Primary School,WYNCHURCH ROAD,BT6 0JJ,info@knockbredaps.belfast.ni.sch.uk,Primary school,54.56798,-5.90535,18.68,198
4316516,Knockevin Special School,33 RACECOURSE HILL,BT30 6PU,info@knockevinss.downpatrick.ni.sch.uk,Special school,54.31864,-5.71316,4.14,0
3016283,Knockloughrim Primary School,337 HILLHEAD ROAD,BT45 8QT,info@knockloughrimps.magherafelt.ni.sch.uk,Primary school,54.81286,-6.60791,20.18,113
4013334,Knockmore Primary School,HERTFORD CRESCENT,BT28 1SA,info@knockmoreps.lisburn.ni.sch.uk,Primary school,54.50844,-6.07553,9.93,174
3032197,Knocknagin Primary School,45 TOBERMORE ROAD,BT45 5LE,info@knocknaginps.desertmartin.ni.sch.uk,Primary school,54.77469,-6.67838,14.44,52
1013018,Knocknagoney Primary School,KNOCKNAGONEY ROAD,BT4 2NR,info@knocknagoney.belfast.ni.sch.uk,Primary school,54.61801,-5.85492,19.34,237
2032628,Knocknagor Primary School,78 MOORFIELD ROAD,BT78 3TX,info@knocknagorps.trillick.ni.sch.uk,Primary school,54.49181,-7.55444,21.5,65
3116215,Kylemore Nursery School,KYLEMORE ROAD,BT51 3HG,info@kylemorens.coleraine.ni.sch.uk,Nursery school,55.12596,-6.68045,25.88,0
2016184,Lack Primary School,6 TIRWINNY ROAD,BT93 0BU,info@lackps.enniskillen.ni.sch.uk,Primary school,54.54655,-7.57935,16.94,59
3CA0641,Ladybirds Playgroup,27 Lisnafillon Road,BT42 1JA,,VP Pre-schools,54.85675,-6.34092,,0
4260255,Lagan College,44 MANSE ROAD,BT8 6SA,info@lagancollege.belfast.ni.sch.uk,Secondary (non-grammar) school,54.56094,-5.88646,15.2,1265
5032558,Laghey Primary School,5 TAMNAMORE ROAD,BT71 6RJ,info@laghey.dungannon.ni.sch.uk,Primary school,54.49193,-6.70163,19.76,83
4316614,Lakewood Special School,96 Newtownards Road,BT19 1GZ,info@lakewood.bangor.ni.sch.uk,Special school,54.6444,-5.67913,0.86,0
3010795,Landhead Primary School,78 KILRAUGHTS ROAD,BT53 7HL,info@landheadps.ballymoney.ni.sch.uk,Primary school,55.0731,-6.47791,20.14,66
2012671,Langfield Primary School,2 WILLMOUNT ROAD,BT78 4PG,info@langfieldps.drumquin.ni.sch.uk,Primary school,54.61643,-7.49223,11.54,30
4010743,Largymore Primary School,HILLHALL ROAD,BT27 5BT,info@largymoreps.lisburn.ni.sch.uk,Primary school,54.50863,-6.02708,22.11,168
3010486,Larne and Inver Primary School,1a GLYNN ROAD,BT40 3AY,info@larneandinverps.larne.ni.sch.uk,Primary school,54.84945,-5.82325,21.11,183
3420046,Larne Grammar School,LOWER CAIRNCASTLE ROAD,BT40 1PQ,info@larnegrammar.larne.ni.sch.uk,Secondary (grammar) school,54.85217,-5.83013,15.51,739
3210038,Larne High School,20 SALLAGH PARK,BT40 1NT,info@larnehs.larne.ni.sch.uk,Secondary (non-grammar) school,54.85833,-5.81947,14.98,499
3AB0574,Laughterland Early Years,Black Park Road,BT41 3SL,,VP Pre-schools,54.76225,-6.50666,,0
4210201,Laurelhill Community College,22 LAURELHILL ROAD,BT28 2UH,info@laurelhill.lisburn.ni.sch.uk,Secondary (non-grammar) school,54.51917,-6.06781,14.5,681
5AB0234,Laurencetown Pre-School Playgroup,Community Centre,BT63 6DU,laurencetownpreschool@hotmail.co.uk,VP Pre-schools,54.38079,-6.30854,,0
3AB0122,Lavey Early Years Group,63a Mayogall Road,BT45 8PG,,VP Pre-schools,54.83868,-6.59085,,0
4013043,Lead Hill Primary School,CASAELDONA PARK,BT6 9RD,info@leadhillps.belfast.ni.sch.uk,Primary school,54.57412,-5.87183,19.24,127
3013325,Leaney Primary School,12 INTERMEDIATE ROAD,BT53 7AL,info@leaneyps.ballymoney.ni.sch.uk,Primary school,55.06556,-6.50376,22.08,287
4AB0438,Legacurry Playgroup,Legacurry Church,BT27 5EY,,VP Pre-schools,54.47644,-6.00768,,0
5AB0420,Leitrim Community Playgroup,Fontenoy Hall,BT31 9SL,leitrimplaygroup@gmail.com,VP Pre-schools,54.28605,-5.99569,,0
1010325,Ligoniel Primary School,LIGONIEL ROAD,BT14 8BW,info@ligoniel.belfast.ni.sch.uk,Primary school,54.62597,-5.97953,23.13,185
2016426,Limavady Central Primary School,57 SCROGGY ROAD,BT49 0NB,info@limavadycentral.limavady.ni.sch.uk,Primary school,55.0427,-6.9392,22.31,424
2410048,Limavady Grammar School,3 BALLYQUIN ROAD,BT49 9ET,info@lgs.limavady.ni.sch.uk,Secondary (grammar) school,55.04231,-6.94786,16.59,891
2210302,Limavady High School,64 IRISH GREEN STREET,BT49 9AN,info@limavadyhigh.limavady.ni.sch.uk,Secondary (non-grammar) school,55.04848,-6.94726,15.12,721
2116628,Limavady Nursery School,9A GREYSTONE ROAD,BT49 0ND,info@limavadyns.limavady.ni.sch.uk,Nursery school,55.04363,-6.93977,23.64,0
3010883,Linn Primary School,70-74 KILLYGLEN ROAD,BT40 2HT,info@linnps.larne.ni.sch.uk,Primary school,54.86295,-5.84201,22.22,348
5316577,Lisanally Special School,85 LISANALLY LANE,BT61 7HF,info@lisanally.armagh.ni.sch.uk,Special school,54.35597,-6.64644,6.36,0
2016218,Lisbellaw Primary School,40 CLOGHCOR ROAD,BT94 5BF,info@lisbellaw.enniskillen.ni.sch.uk,Primary school,54.31377,-7.5422,24.16,196
4010807,Lisburn Central Primary School,52-56 HILLSBOROUGH ROAD,BT28 1JJ,info@centralps.lisburn.ni.sch.uk,Primary school,54.50701,-6.04933,18.33,187
5012611,Lisfearty Primary School,64 FARRITER ROAD,BT70 1SH,info@lisfearty.dungannon.ni.sch.uk,Primary school,54.46807,-6.91282,11.33,34
3010787,Lislagan Primary School,50 LISLAGAN ROAD,BT53 7JF,info@lislaganps.ballymoney.ni.sch.uk,Primary school,55.04773,-6.50504,19.33,116
5230213,Lismore Comprehensive School,DRUMGASK,BT65 5DU,info@lismorecomp.craigavon.ni.sch.uk,Secondary (non-grammar) school,54.44359,-6.36188,15.12,1164
5011153,Lisnadill Primary School,7 DRUMCONWELL ROAD,BT60 2PS,info@lisnadill.armagh.ni.sch.uk,Primary school,54.30865,-6.64487,22.5,99
4210051,Lisnagarvey High School,WARREN GARDENS,BT28 1HN,info@lisnagarvey.lisburn.ni.sch.uk,Secondary (non-grammar) school,54.50565,-6.05896,13.43,499
2116233,Lisnagelvin Nursery School,48 RICHILL PARK,BT47 5QZ,info@lisnagelvinns.londonderry.ni.sch.uk,Nursery school,54.99096,-7.29287,16.56,0
2016203,Lisnagelvin Primary School,46 RICHILL PARK,BT47 5QZ,info@lisnagelvin.londonderry.ni.sch.uk,Primary school,54.99212,-7.29153,23.68,592
4011657,Lisnasharragh Primary School,TUDOR DRIVE,BT6 9LS,info@lisps.belfast.ni.sch.uk,Primary school,54.57355,-5.88516,21.85,303
2210306,Lisneal College,70 Crescent Link Road,BT47 5FQ,info@lisnealcollege.londonderry.ni.sch.uk,Secondary (non-grammar) school,54.99586,-7.27386,13.09,576
5032262,Lissan (1) Primary School,6 CLAGGAN ROAD,BT80 9XE,info@lissan.cookstown.ni.sch.uk,Primary school,54.6883,-6.75569,22.9,124
5AB0216,Lissan Cross-Community Playgroup,6B Claggan Road,BT80 9XE,lissanplaygroup@hotmail.co.uk,VP Pre-schools,54.68826,-6.75477,,0
2032300,Listress Primary School,71 SLAGHTMANUS ROAD,BT47 3EY,info@listressps.derry.ni.sch.uk,Primary school,54.95399,-7.18324,13.5,27
3BB0488,Little Acorns,The Link,BT51 3RN,,VP Pre-schools,55.10539,-6.65661,,0
5AB0630,Little Acorns Playgroup,St Luke's Parish Hall,BT80 0EJ,littleacornscoagh@hotmail.co.uk,VP Pre-schools,54.6495,-6.62117,,0
5BB0237,Little Acorns Playgroup (Killyman),Laghey Primary School,BT71 6RJ,littleacornsplaygroup@gmail.com,VP Pre-schools,54.49193,-6.70163,,0
5BB0542,Little Acorns Playgroup Derrymore,20a Derrymore Road,BT67 0BW,christinemcgarry@btinternet.com,VP Pre-schools,54.53623,-6.32849,,0
5AB0543,Little Acorns Playgroup Derrynoose,38 Fergort Road,BT60 3DN,littleacornsplaygroup@hotmail.com,VP Pre-schools,54.2324,-6.77273,,0
4BB0150,Little Acorns Pre-School Playgroup,Clandeboye Primary School,BT20 3JW,,VP Pre-schools,54.65172,-5.6817,,0
3BB0269,Little Amps Early Years,Ampertaine Primary School,BT46 5SB,,VP Pre-schools,54.88365,-6.63151,,0
4CA0615,Little Bear's Day Nursery,Unit 2a Ashbury Shopping Centre,BT19 6TH,,VP Pre-schools,54.6487,-5.63652,,0
2AB0035,Little Diamonds Community Playgroup,The Diamond Centre,BT47 4EA,,VP Pre-schools,54.91419,-7.15111,,0
4AB0439,Little Doves Community Playgroup,West Winds Community Centre,BT23 4QX,,VP Pre-schools,54.58212,-5.70529,,0
1AB0477,Little Ducks,Carew II Family & Training Centre,BT4 1HS,heather_opmanager@hotmail.com,VP Pre-schools,54.60044,-5.89601,,0
1230089,Little Flower Girls' School,71A SOMERTON ROAD,BT15 4DE,info@littleflower.belfast.ni.sch.uk,Secondary (non-grammar) school,54.63057,-5.93407,14.69,637
5136627,Little Flower Nursery School,4 COOLE ROAD,BT71 5DR,info@littleflowerns.dungannon.ni.sch.uk,Nursery school,54.55044,-6.63704,26,0
2AB0055,Little Flower Playgroup,28 Peacock Road,BT82 9NW,,VP Pre-schools,54.78633,-7.48775,,0
5AB0336,Little Folk Playgroup,Lecture Hall,BT34 3EL,littlefolk@hotmail.co.uk,VP Pre-schools,54.10009,-6.19673,,0
2AB0295,Little Friends Playgroup,Strathroy Community Centre,BT79 7XE,,VP Pre-schools,54.61242,-7.30907,,0
5CA0559,Little Friends Private Day Care,67 Huntley Road,BT32 3UA,littlefriendspreschool@hotmail.co.uk,VP Pre-schools,54.35714,-6.27812,,0
4CA0611,Little Gems Day Nursery,1 Dunlady Road,BT16 1TT,,VP Pre-schools,54.59506,-5.79784,,0
1CA0590,Little Hands Little Feet Ltd,Derryvolgie House,BT9 6SB,,VP Pre-schools,54.57806,-5.94262,,0
3AB0350,Little Hands Pre-School,Parkhall Complex,BT41 1AJ,,VP Pre-schools,54.71999,-6.19895,,0
4BB0159,Little Oaks Pre-School,109 Queensway,BT27 4QS,,VP Pre-schools,54.53151,-6.03163,,0
5AB0504,Little Oaks Pre-School Group,Killicomaine Community Centre,BT63 5HE,littleoaks.preschool.playgroup@gmail.com,VP Pre-schools,54.42361,-6.42333,,0
5AB0192,Little People Pre-School Centre,Ninemile Road,BT35 0HN,littlepeople7@hotmail.co.uk,VP Pre-schools,54.19528,-6.57747,,0
3AB0525,Little Rainbows Early Years,189a Glen Road,BT46 5JN,,VP Pre-schools,54.84736,-6.719,,0
2AB0316,Little Rascals Community Playgroup,Drumsurn Road,BT49 0PX,,VP Pre-schools,54.99063,-6.8638,,0
4CA0613,Little Rays Day Nursery,3 Main Street,BT67 0LE,,VP Pre-schools,54.47814,-6.23169,,0
4CA0623,Little Rays Day Nursery,102 Queensway,BT27 4QP,,VP Pre-schools,54.53183,-6.02898,,0
3CA0271,Little Robins Pre-School,Inver Lodge,BT40 3BY,,VP Pre-schools,54.84778,-5.8285,,0
2AB0340,Little Smarties Pre-School,Gilaroo Centre,BT93 4ER,,VP Pre-schools,54.41493,-8.09011,,0
4BB0470,Little Sunbeams' Playgroup,c/o St Mary's Primary School,BT24 7JD,,VP Pre-schools,54.45311,-5.8265,,0
2AB0407,Little Treasures Playgroup,1 Moher Road,BT92 4BB,,VP Pre-schools,54.22653,-7.64937,,0
5AB0210,Little Villagers Playgroup,Mossfield Playing Fields,BT60 2LF,littlevill_glenanne@hotmail.com,VP Pre-schools,54.24051,-6.50447,,0
